SMILES	MOA
CN(C)CCC(c1ccccc1)c1ccccn1	histamine receptor antagonist
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1	histamine receptor antagonist
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	histamine receptor antagonist
CN(C)CC\C=C1\c2ccccc2COc2ccccc12	histamine receptor antagonist
CN(C)CC\C=C1\c2ccccc2COc2ccc(CC(O)=O)cc12	histamine receptor antagonist
Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1	histamine receptor antagonist
Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1	histamine receptor antagonist
Clc1ccc(CCCOCCCN2CCCCC2)cc1	histamine receptor antagonist
CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1	histamine receptor antagonist
CCOCCn1c(nc2ccccc12)C1CCN(CCc2ccc(cc2)C(C)(C)C(O)=O)CC1	histamine receptor antagonist
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12	histamine receptor antagonist
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1	histamine receptor antagonist
CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(O)=O)C(O)=O	histamine receptor antagonist
Cc1ncc([nH]1)-c1csc(NC(N)=N)n1	histamine receptor antagonist
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1ccccn1	histamine receptor antagonist
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1cccc(\C=C\C(O)=O)n1	histamine receptor antagonist
CC(CN1c2ccccc2Sc2ccccc12)N(C)C	histamine receptor antagonist
CC(C)(C)c1ccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)cc1	histamine receptor antagonist
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	histamine receptor antagonist
CC(C)(C)c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1	histamine receptor antagonist
CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	histamine receptor antagonist
CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1	histamine receptor antagonist
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1	histamine receptor antagonist
C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1	histamine receptor antagonist
C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N	histamine receptor antagonist
C(CNc1nc2ccccc2s1)COc1cccc(CN2CCCCC2)c1	histamine receptor antagonist
C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12	histamine receptor antagonist
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)ccc2c1occ(-c1ccc(O)cc1)c2=O	serotonin receptor antagonist
OC(CN1CCN(CC1)c1cccc(Cl)c1)C(c1ccccc1)c1ccccc1	serotonin receptor antagonist
OC(C1CCN(CCc2ccccc2)CC1)c1ccccc1	serotonin receptor antagonist
O=S(=O)(c1ccccc1)c1cnc2c(cccc2c1)N1CCNCC1	serotonin receptor antagonist
O=CN1CCC(CC1)C(=O)NCCN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12	serotonin receptor antagonist
O=C1NCN(c2ccccc2)C11CCN(CC2COc3ccccc3O2)CC1	serotonin receptor antagonist
O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2	serotonin receptor antagonist
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1	serotonin receptor antagonist
O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(CC1)c1ccccc1	serotonin receptor antagonist
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12	serotonin receptor antagonist
O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12	serotonin receptor antagonist
NC(=O)c1ccc(F)c2OC[C@@H](Cc12)N(C1CCC1)C1CCC1	serotonin receptor antagonist
Fc1ccccc1S(=O)(=O)N1CCOc2c(cccc12)N1CCNCC1	serotonin receptor antagonist
Fc1ccc(CN2CCC(CC2)Nc2ncnc3sc(Cl)cc23)cc1C#N	serotonin receptor antagonist
Fc1ccc(CCN2CCN(CC2)C(=O)c2cccc3c(c[nH]c23)C#N)cc1	serotonin receptor antagonist
Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1	serotonin receptor antagonist
Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	serotonin receptor antagonist
Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1	serotonin receptor antagonist
FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1	serotonin receptor antagonist
CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F	serotonin receptor antagonist
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1	serotonin receptor antagonist
COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1	serotonin receptor antagonist
COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1	serotonin receptor antagonist
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(O)=O)c1	serotonin receptor antagonist
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC	serotonin receptor antagonist
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1	serotonin receptor antagonist
COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1	serotonin receptor antagonist
COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1OCCN(C)C	serotonin receptor antagonist
COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1	serotonin receptor antagonist
COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC	serotonin receptor antagonist
COc1ccc(cc1N1CCNCC1)S(=O)(=O)Nc1cc(Cl)cc(Cl)c1OC	serotonin receptor antagonist
COc1cc2CCN(C(=O)Nc3cc(F)cc(c3)-c3cccnc3)c2cc1C(F)(F)F	serotonin receptor antagonist
COc1cc(OC)c(cc1NS(=O)(=O)c1ccc(cc1)C(F)(F)F)C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O	serotonin receptor antagonist
COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1	serotonin receptor antagonist
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2	serotonin receptor antagonist
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1	serotonin receptor antagonist
COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1	serotonin receptor antagonist
CN1CCN2C(C1)c1ccccc1Cc1ccccc21	serotonin receptor antagonist
CN1CCN(CC1)c1nc2ccccc2nc1Cl	serotonin receptor antagonist
Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	serotonin receptor antagonist
Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc12	serotonin receptor antagonist
CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12	serotonin receptor antagonist
CN1CC[C@@H]2CN3CCc4cccc([C@@H]2C1)c34	serotonin receptor antagonist
Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc12	serotonin receptor antagonist
Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc12	serotonin receptor antagonist
CN1C2CCCC1CC(C2)NC(=O)c1nn(C)c2ccccc12	serotonin receptor antagonist
CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1	serotonin receptor antagonist
CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1	serotonin receptor antagonist
CN1C(=O)COc2c1cc(Cl)cc2C(=O)NC1CN2CCC1CC2	serotonin receptor antagonist
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1c[nH]c2ccccc12	serotonin receptor antagonist
CN(C)CCCSc1ccccc1NC(=O)\C=C\c1ccccc1	serotonin receptor antagonist
Clc1ccc(cc1)C1=CCN(CCCCC23CCCc4c2c(NC3=O)ccc4Cl)CC1	serotonin receptor antagonist
CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC	serotonin receptor antagonist
CCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1	serotonin receptor antagonist
CCC(=O)c1c(O)cc(O)cc1O	serotonin receptor antagonist
Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C	serotonin receptor antagonist
Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1	serotonin receptor antagonist
Cc1nc2ccccn2c(=O)c1CCN1CCC(CC1)C(=O)c1ccc(F)cc1	serotonin receptor antagonist
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1	serotonin receptor antagonist
Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc(c2)N2CCNC2=O)CC1	serotonin receptor antagonist
Cc1[nH]cnc1CN1CCc2c(C1=O)c1ccccc1n2C	serotonin receptor antagonist
CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)c2ccc(F)cc2)c2ccccc12	serotonin receptor antagonist
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34	serotonin receptor antagonist
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1	serotonin receptor antagonist
CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C#N	serotonin receptor antagonist
CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2	serotonin receptor antagonist
CC(C)N1Cc2cc(ccc2N(CCN2CCC(=CC2)c2c[nH]c3cc(F)ccc23)S1(=O)=O)S(C)(=O)=O	serotonin receptor antagonist
CC(C)c1cc(nc(N)n1)-c1ccc(F)c2ccccc12	serotonin receptor antagonist
C(c1ccccc1)n1c(nc2ccccc12)N1CCNCC1	serotonin receptor antagonist
OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO	phosphodiesterase inhibitor
Oc1cccc(O)c1	phosphodiesterase inhibitor
OC(=O)c1ccccc1OP(O)(O)=O	phosphodiesterase inhibitor
OB1OCc2cc(Oc3ccc(cc3)C#N)ccc12	phosphodiesterase inhibitor
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	phosphodiesterase inhibitor
Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl	phosphodiesterase inhibitor
Nc1cc(c[nH]c1=O)-c1ccncc1	phosphodiesterase inhibitor
FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl	phosphodiesterase inhibitor
CSc1ccc(cc1)C(=O)c1[nH]c(O)nc1C	phosphodiesterase inhibitor
CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(oc2c1)C(=O)c1ccc(Cl)cc1Cl	phosphodiesterase inhibitor
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1	phosphodiesterase inhibitor
COCc1nc2n(CC(C)C)c(=O)n(C)c(=O)c2[nH]1	phosphodiesterase inhibitor
COc1cn(nc(-c2ccnn2-c2ccccc2)c1=O)-c1ccc(cc1F)-n1cccn1	phosphodiesterase inhibitor
COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1	phosphodiesterase inhibitor
COc1ccc(CNc2nc(ncc2C(=O)NCc2ncccn2)N2CCC[C@H]2CO)cc1Cl	phosphodiesterase inhibitor
COc1ccc(Cc2nn3c(nc(C)c3c(=O)[nH]2)[C@@H](CCCc2ccccc2)[C@@H](C)O)cc1OC	phosphodiesterase inhibitor
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	phosphodiesterase inhibitor
COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1	phosphodiesterase inhibitor
COc1ccc(cc1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N	phosphodiesterase inhibitor
COc1ccc(cc1OC1CCCC1)C(=O)Nc1c(Cl)cncc1Cl	phosphodiesterase inhibitor
COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2NC(=O)CCc2c1	phosphodiesterase inhibitor
COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C	phosphodiesterase inhibitor
COc1ccc(cc1O[C@H]1C[C@@H]2CC[C@H]1C2)C1CNC(=O)NC1	phosphodiesterase inhibitor
COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	phosphodiesterase inhibitor
COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC	phosphodiesterase inhibitor
COc1cc(ccc1OC(F)F)-c1ccc(=O)[nH]n1	phosphodiesterase inhibitor
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1	phosphodiesterase inhibitor
Cn1cnc2n(C)c(=O)[nH]c(=O)c12	phosphodiesterase inhibitor
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc12	phosphodiesterase inhibitor
Cn1cc(c(n1)-c1ccc(OCc2ccc3ccccc3n2)cc1)-c1ccncc1	phosphodiesterase inhibitor
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3OCOc3c2)C1=O	phosphodiesterase inhibitor
CN1C2=N[C@@H]3CCC[C@@H]3N2c2nn(Cc3ccc(cc3)-c3cccc(F)n3)c(Nc3ccccc3)c2C1=O	phosphodiesterase inhibitor
CN\C(NC#N)=N/c1ccc(cc1)C1=NNC(=O)CC1C	phosphodiesterase inhibitor
CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1	phosphodiesterase inhibitor
CN(C)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O	phosphodiesterase inhibitor
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl	phosphodiesterase inhibitor
CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC	phosphodiesterase inhibitor
CCOc1cc(ccc1OC)[C@@H](CS(C)(=O)=O)N1C(=O)c2cccc(NC(C)=O)c2C1=O	phosphodiesterase inhibitor
CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C	phosphodiesterase inhibitor
CCCOCCn1c2cc(ncc2nc(N2CCN(CCO)CC2)c1=O)-c1ccc(OC)nc1	phosphodiesterase inhibitor
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1	phosphodiesterase inhibitor
CCCOc1ccc(cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1)S(=O)(=O)N1CCN(CCO)CC1	phosphodiesterase inhibitor
CCCn1c2nc[nH]c2c(=O)[nH]c1=O	phosphodiesterase inhibitor
CCCn1c2nc(N)nn2cc(C)c1=O	phosphodiesterase inhibitor
CCCn1c(=O)n(-c2ccc(Cl)cc2)c2[nH]cnc2c1=O	phosphodiesterase inhibitor
CCCCOc1cc(CC2CNC(=O)N2)ccc1OC	phosphodiesterase inhibitor
CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1	phosphodiesterase inhibitor
CCCc1nc(C)c2n1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1	phosphodiesterase inhibitor
CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1	phosphodiesterase inhibitor
CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1	phosphodiesterase inhibitor
CCc1[nH]c(O)nc1C(=O)c1ccncc1	phosphodiesterase inhibitor
Cc1cc(nn2cnnc12)N1CCCCC1	phosphodiesterase inhibitor
Cc1c(O)nc2Nc3cccc(Cl)c3Cn12	phosphodiesterase inhibitor
Cc1c(nc2c3cccnc3ccn12)[C@@H]1C[C@H]1c1nc2c(C)ncc(C)n2n1	phosphodiesterase inhibitor
CC1=C(CC(O)=O)c2cc(F)ccc2C\1=C/c1ccc(cc1)S(C)(=O)=O	phosphodiesterase inhibitor
Cc1[nH]c(=O)c(cc1-c1ccncc1)C#N	phosphodiesterase inhibitor
Cc1[nH]c(=O)c(cc1-c1ccc2nccn2c1)C#N	phosphodiesterase inhibitor
CC(C)Cn1cnc2n(C)c(=O)n(C)c(=O)c12	phosphodiesterase inhibitor
CC(C)Cn1c2[nH]cnc2c(=O)n(C)c1=O	phosphodiesterase inhibitor
CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	phosphodiesterase inhibitor
C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2n(ncc2c(=O)[nH]1)C1CCOCC1	phosphodiesterase inhibitor
C(Oc1ccc(cc1)-c1nc2ccccc2n1Cc1ccccc1)[C@H](C1CCNCC1)n1c(nc2ccccc12)-c1ccccc1	phosphodiesterase inhibitor
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1	dopamine receptor antagonist
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	dopamine receptor antagonist
OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(Cl)cc23)CC1	dopamine receptor antagonist
OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	dopamine receptor antagonist
Oc1nc2ccccc2n1C1CCN(CCOc2ccccc2)CC1	dopamine receptor antagonist
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1	dopamine receptor antagonist
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Br)cc1	dopamine receptor antagonist
NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N1CCCCC1	dopamine receptor antagonist
N1c2ccccc2Sc2ccccc12	dopamine receptor antagonist
Fc1ccc(CN2CCC(CC2)Nc2ccc(nn2)C(F)(F)F)cc1F	dopamine receptor antagonist
Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1	dopamine receptor antagonist
Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1	dopamine receptor antagonist
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1	dopamine receptor antagonist
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1	dopamine receptor antagonist
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O	dopamine receptor antagonist
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O	dopamine receptor antagonist
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1	dopamine receptor antagonist
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C(C)=O)CC1	dopamine receptor antagonist
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1	dopamine receptor antagonist
COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1	dopamine receptor antagonist
COc1cc2[nH]nnc2cc1C(=O)NCC1CCCN1CC=C	dopamine receptor antagonist
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	dopamine receptor antagonist
CNc1cc(OC)c(cc1Cl)C(=O)N[C@@H]1CCN(Cc2ccccc2)[C@@H]1C.CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccccc2)[C@H]1C	dopamine receptor antagonist
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1	dopamine receptor antagonist
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	dopamine receptor antagonist
CN1CCN(CC1)C1=Cc2ccccc2Oc2ccc(Cl)cc12	dopamine receptor antagonist
CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)=O	dopamine receptor antagonist
CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1	dopamine receptor antagonist
CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1	dopamine receptor antagonist
CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1	dopamine receptor antagonist
CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C/CCN3CCN(C)CC3)c2c1	dopamine receptor antagonist
CN(C)CCCN1c2ccccc2Sc2ccccc12	dopamine receptor antagonist
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12	dopamine receptor antagonist
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F	dopamine receptor antagonist
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O	dopamine receptor antagonist
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12	dopamine receptor antagonist
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1	dopamine receptor antagonist
Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl	dopamine receptor antagonist
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1	dopamine receptor antagonist
Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1	dopamine receptor antagonist
CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1	dopamine receptor antagonist
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	dopamine receptor antagonist
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O	dopamine receptor antagonist
CCN1CCCC1CNC(=O)c1cc(c(N)cc1OC)S(=O)(=O)CC	dopamine receptor antagonist
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC	dopamine receptor antagonist
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC	dopamine receptor antagonist
CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC	dopamine receptor antagonist
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O	dopamine receptor antagonist
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC	dopamine receptor antagonist
CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1	dopamine receptor antagonist
CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C	dopamine receptor antagonist
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1	dopamine receptor antagonist
CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C	dopamine receptor antagonist
CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC	dopamine receptor antagonist
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	dopamine receptor antagonist
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12	dopamine receptor antagonist
Cc1ccc(cc1C)N1CCN(CCC2NC(=O)c3ccccc23)CC1	dopamine receptor antagonist
Cc1c(noc1-c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1	dopamine receptor antagonist
CC(C)c1ccc2Sc3cc(F)ccc3CC(N3CCN(CCO)CC3)c2c1	dopamine receptor antagonist
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc([C@H]2C1)c34	dopamine receptor antagonist
CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1	dopamine receptor antagonist
CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1	dopamine receptor antagonist
C(N1CCN(CC1)c1ncccn1)c1cnc([nH]1)-c1ccccc1	dopamine receptor antagonist
Oc1c(cnc2ccsc12)C(=O)N[C@H]1CN2CCC1CC2	serotonin receptor agonist
OC(=O)\C=C/c1c[nH]cn1	serotonin receptor agonist
O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12	serotonin receptor agonist
O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1	serotonin receptor agonist
O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1	serotonin receptor agonist
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1	serotonin receptor agonist
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(CC1)c1ncccn1	serotonin receptor agonist
NCCCC[C@H](N)C(O)=O	serotonin receptor agonist
NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12	serotonin receptor agonist
NCCc1c[nH]c2ccc(cc12)C(N)=O	serotonin receptor agonist
NC1CCN(CC1)c1cccc(Cl)n1	serotonin receptor agonist
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F	serotonin receptor agonist
NC(=N)NC(=N)Nc1ccccc1	serotonin receptor agonist
FC(F)(F)c1cccc(c1)N1CCN(CCn2c3ccccc3[nH]c2=O)CC1	serotonin receptor agonist
FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1	serotonin receptor agonist
FC(F)(F)c1ccc(nc1Cl)N1CCNCC1	serotonin receptor agonist
CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1	serotonin receptor agonist
COCCCN1CCC(CC1)NC(=O)c1cc(Cl)c(N)c2CCOc12	serotonin receptor agonist
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC	serotonin receptor agonist
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1	serotonin receptor agonist
COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1	serotonin receptor agonist
COc1ccc2[nH]cc(C3=CCNCC3)c2c1	serotonin receptor agonist
COc1ccc(CNC(=O)\C=C\c2ccc3[nH]cc(CCN(C)C)c3c2)cc1	serotonin receptor agonist
COc1cc2CCN3Cc4c(C[C@H]3c2cc1OC)ccc(OC)c4OC	serotonin receptor agonist
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	serotonin receptor agonist
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1	serotonin receptor agonist
CNC(=O)c1ccc2[C@H](CCN3CCN(CC3)c3ccc(cc3)C(N)=O)OCCc2c1	serotonin receptor agonist
CN1CCN(CC1)c1ccc2ccccc2n1	serotonin receptor agonist
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	serotonin receptor agonist
CN1CCC(CC1)c1c[nH]c2ccc(O)cc12	serotonin receptor agonist
Cn1c2CCNCCc2c2ccccc12	serotonin receptor agonist
