plate,well,site,bf_site,compound,C1,C2,C3,C4,C5,moa
P015090,M03,s6,s4,CBK041487,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s6_w19670E483-964E-48F1-A24A-F2B9F4C2AEA4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s6_w2EA0C78CA-031D-4F60-833D-809DFBF21F40.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s6_w3BDBE2B5A-E96B-4398-8AA9-F8A1EBA48C43.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s6_w472425B66-F765-4CBD-BD9D-87E48153279A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s6_w55D42F8EE-03D9-49D8-B23D-F6736E0775EB.tif,HSP inhibitor
P015090,M03,s8,s5,CBK041487,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s8_w1974BEC00-BE4C-4A76-B48E-86B011AE56D3.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s8_w2B81ACB0D-1CC7-44D4-A61A-8AFE087759F2.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s8_w34560F213-B266-48C9-8134-01F92CABC523.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s8_w4AAE539F9-E4BA-49C9-8883-EB1769BC0D6A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M03_s8_w56A6A4E52-050D-4CD6-84B7-3B48F07985A8.tif,HSP inhibitor
P015090,M04,s2,s1,CBK308232,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s2_w1160408E0-D664-439E-B448-78151F1067F6.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s2_w2CC18B9C4-BE13-4780-9BA9-DAC69DC4E0FD.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s2_w3BF934E0B-BF40-49F2-8B62-B9458DF623F7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s2_w4716F2627-74E6-430D-983E-DD0EB297D65E.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s2_w56A6D2520-5E4E-4C27-8B08-E464A251BBA2.tif,HSP inhibitor
P015090,M04,s4,s2,CBK308232,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s4_w1AE40D272-E445-471C-8D0C-6E058F792B03.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s4_w2338CA654-7305-4033-8761-E45E495052F4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s4_w3B62C0C42-9212-41E0-BB99-AE3DE6086809.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s4_w476948EA6-A09F-41C2-A80B-AE73274773BF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s4_w573CCDC08-FD06-460D-857F-1DF1840391ED.tif,HSP inhibitor
P015090,M04,s5,s3,CBK308232,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s5_w17AD26207-9F32-4636-86FF-E919E2FA78AC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s5_w2A346EB5D-30AF-4086-AB73-427FE5EF27E7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s5_w3441C216B-F26D-435E-AF38-1F9B92D45B55.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s5_w42F554468-6FBE-4D29-85A1-C14163E7CDCF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s5_w5D08B93FE-52F1-4DE7-9954-203138444BF0.tif,HSP inhibitor
P015090,M04,s6,s4,CBK308232,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s6_w175791E23-DCDF-44B7-A3AA-60DB9360D8B5.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s6_w26EDE633A-541F-4B26-82ED-9410509C6FB7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s6_w3879C7130-F6F8-4FDA-956A-4FA0C4E3C074.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s6_w4CC735C03-9221-4657-B4E9-1792286E14F9.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s6_w5C814CF61-8C03-4BC1-9D27-95B08792B192.tif,HSP inhibitor
P015090,M04,s8,s5,CBK308232,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s8_w12D98AF4D-ACF5-4EB0-B18F-7D22D26815BE.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s8_w2638E3EF1-40C8-4A0F-95DD-5C1D6436A3B0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s8_w341C0D124-0C51-497D-8909-8A06C69962E8.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s8_w48D22DA7A-443E-4B0D-A506-2AB291EF3DCA.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M04_s8_w5B49443E1-C5EE-4960-A6CF-3AD454EA3BE6.tif,HSP inhibitor
P015090,M05,s2,s1,CBK278021,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s2_w15A02AF99-F52B-44C6-8450-DF93681D1B6B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s2_w2911528E8-5879-4FF6-B397-D9B14363A033.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s2_w393A62FAD-ACF9-4332-942C-A67953AE3870.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s2_w4B74F067A-D127-4DE1-857D-62C2D07792E4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s2_w53EF65D6B-EC12-43D7-ABBE-3FADEFBA44BE.tif,HSP inhibitor
P015090,M05,s4,s2,CBK278021,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s4_w1A73CECEE-EC96-4638-A2F2-23AEB3AC0527.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s4_w27141D4BD-82ED-4F69-9D80-D879E0DAA269.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s4_w3805D9521-3FEE-417A-B73A-F6C0FCD6F0A7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s4_w4838C85DB-6C76-4C3B-8803-EA71AC80EADF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s4_w5E9362BF9-3874-4326-A9E2-051806C0E105.tif,HSP inhibitor
P015090,M05,s5,s3,CBK278021,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s5_w1823744D7-B3DD-4544-91EB-C1FBBF8693E3.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s5_w2D866C7D8-A905-4235-ADCA-CF185B9BB2AC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s5_w3C4BDF6BD-2623-4674-A029-82635A460725.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s5_w40F6509BD-F555-47E5-8E44-D98E980FCEEF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s5_w59F8E0D36-71E0-4072-AC9E-10D10EB66050.tif,HSP inhibitor
P015090,M05,s6,s4,CBK278021,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s6_w12C7398C0-A12A-49C5-B692-143BD90721D9.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s6_w28FA1FFCA-48DA-4D8B-A7C9-C95D13E6A704.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s6_w313955EA0-435A-462D-B478-B2AE8F896E89.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s6_w4296DF255-086A-4848-BEF1-DF2C9EF8676A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s6_w5CDB7A7D7-FDCA-4EBB-AD89-4B06F7E197E3.tif,HSP inhibitor
P015090,M05,s8,s5,CBK278021,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s8_w1B462DBC0-BEE0-4428-A0A2-17DD7C75C18D.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s8_w265F6B5E6-1961-4D9E-8D0D-E3BE478095D3.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s8_w3F607FAF0-F0AA-482C-A226-FC419F8BC8EF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s8_w4C58EE727-1F85-4AC3-88DD-416612BFC66C.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M05_s8_w50805B07A-F375-438A-A23D-EADCAE464505.tif,HSP inhibitor
P015090,M07,s2,s1,CBK308923,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s2_w130F713AB-09E8-42EA-AAEF-86148DEACBC0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s2_w2D9E7674D-9D43-41C5-A2FA-EB760FC9898A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s2_w3D8E56425-6FB7-4A04-96CB-2F76C7B69D59.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s2_w483090927-7536-4106-A8FA-27F1620838E6.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s2_w5A5703C72-8366-477E-A4FE-CF6910CB5282.tif,HSP inhibitor
P015090,M07,s4,s2,CBK308923,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s4_w16A598E44-83F2-408C-B0E5-B7AB76C20370.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s4_w2E7C00EE6-934F-4FA2-A70B-2810F0E24AA3.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s4_w313981625-E59B-4B4C-918C-4698776F261E.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s4_w4CEA1FCD3-2627-4C1A-AF2E-2676480482EB.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s4_w50773F185-0EE5-4F3A-A8C8-601465397AC1.tif,HSP inhibitor
P015090,M07,s5,s3,CBK308923,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s5_w1F32E9B79-33F4-44DB-9EE3-7D0041CC5878.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s5_w26275D13E-E7B1-4F13-9A81-DDA3CB9165CB.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s5_w3E4251DAE-269F-49AF-A6B6-76A89C824D5E.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s5_w4FA9FCD3D-7210-49D2-B67C-771854517915.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s5_w55F75EAF6-315F-4FF9-BE3F-36D1289EF934.tif,HSP inhibitor
P015090,M07,s6,s4,CBK308923,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s6_w169FDB0E6-6558-4FA3-B4B4-8E7BCC79B0C4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s6_w2BEEAFE3A-7AA9-4891-8479-1200C08A1376.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s6_w35AABA13C-24AF-4E7F-AA9D-3D6D8DDE32AF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s6_w4CA9AEFE7-0A44-4B8F-ACA4-5C5351974580.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s6_w562169DCD-F970-4D9C-BD15-D54758925BCE.tif,HSP inhibitor
P015090,M07,s8,s5,CBK308923,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s8_w15EFA158B-F7C1-40DC-B0B4-30E8EACB709B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s8_w250D476A6-580F-477F-844D-E3C4D0FCA449.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s8_w304C8A910-3336-4A56-BAF8-CC97A4F61C4B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s8_w462E120D0-653A-4BCA-BEAA-595DE949E8C3.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M07_s8_w599B6CCEA-19FE-4161-9232-00D1837682F7.tif,HSP inhibitor
P015090,M08,s2,s1,CBK290547,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s2_w1633E3127-EECB-4107-9CC5-8EA93D56C8D9.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s2_w22A275BC0-C38B-4D63-B426-22489CDCA0CC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s2_w3F9B5455A-26C4-4430-9942-FB189F93BF5F.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s2_w4567754DA-2CF3-410D-A846-7515A478EB88.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s2_w501FE0A83-399F-401C-89AC-179283F427EB.tif,HDAC inhibitor
P015090,M08,s4,s2,CBK290547,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s4_w1B35B810D-13EA-4D0E-8DB4-E9D7065A3032.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s4_w22ED3533E-329B-4E6C-957D-65F530ECAB1C.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s4_w313DAB438-9D94-4BAD-A031-66FF0190F470.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s4_w490B97675-AD5A-4926-A0D1-89314BE5BDF1.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s4_w5C4F10B4C-DE17-4FAA-A81E-517CF0EEB77E.tif,HDAC inhibitor
P015090,M08,s5,s3,CBK290547,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s5_w10062F7E0-0272-40CA-945E-49118921155F.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s5_w2EE2C701A-6BB0-42F6-908F-561C1F1FD856.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s5_w3550D8E9A-D869-4EEC-B19E-86019D11DA41.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s5_w4B5F78496-DCB7-444F-A6BA-F97579AFAE91.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s5_w5BB9AA956-4711-4BD1-9396-7305F8B4A2E2.tif,HDAC inhibitor
P015090,M08,s6,s4,CBK290547,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s6_w1AEA0FE57-B6C5-4A2F-88A7-4F09E94E28DC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s6_w231B8542B-41DA-4E00-AFE2-2E7A2506A93C.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s6_w3022048B8-CD15-43D7-A3B7-07988DBA72BD.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s6_w4A0F2D04B-E209-45DA-B0A0-6B37B8BA08E2.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s6_w5C44DEF78-AA88-421A-B7ED-6D443AF5E6EE.tif,HDAC inhibitor
P015090,M08,s8,s5,CBK290547,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s8_w15901B09B-B30B-4E38-B9E6-86C4A8F27B05.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s8_w274CC6654-FCD8-4D51-964B-3EF7EEBDF4BD.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s8_w3D4DC8A37-5BE6-41ED-8036-A966D6552277.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s8_w48E7501B9-16B3-4789-A2F8-40F5CCD7AB91.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M08_s8_w5D0C282C1-105E-450C-92A6-6671B007DBDD.tif,HDAC inhibitor
P015090,M10,s2,s1,dmso,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s2_w1D724A9C3-D2C0-4F87-A57B-797326F16747.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s2_w2060C03CC-21D6-466F-A20B-E8512C9F87B8.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s2_w3F2C7CFFA-2CDF-43D6-9B21-5E922E875167.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s2_w418ABEDB9-B791-401E-B96B-0E0804067193.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s2_w56F5DBEEB-9ECB-4BF6-AC49-D7AC56B1572E.tif,dmso
P015090,M10,s4,s2,dmso,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s4_w1544C30D1-E68B-4C95-A882-256EEF7ABAEE.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s4_w2728B179D-3A44-46BC-BDF9-4ABF3A141687.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s4_w329D18F82-D99B-495F-B9D4-C04F5C100B8D.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s4_w4995F2B9D-E861-408C-9598-71A252CF42E8.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s4_w59B84E71D-BA96-464C-8E3F-34EC4D3B18DD.tif,dmso
P015090,M10,s5,s3,dmso,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s5_w1BB3EC77D-1B6F-4E73-828B-45C76E7CC00B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s5_w2452D5C52-D61A-496A-A342-89D2E0CBAD55.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s5_w357875219-EE43-4640-8BFC-4E2FB7E93799.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s5_w4E47411A2-CB52-4B0C-BF2E-221086FEF3A7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s5_w5B19C956B-DABF-4FB7-A4FD-68DA29169572.tif,dmso
P015090,M10,s6,s4,dmso,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s6_w1AC067A4C-A969-417C-9A3F-DC7AD120F91B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s6_w225DE03CE-2E9A-4706-8CD9-4CE61C616EE8.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s6_w34F6F4B59-1345-4800-B9F2-B18024A7E5DC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s6_w4707BF08B-F7A7-47E0-BA06-D993A92A45E4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s6_w5E7127DDA-4561-4F10-9AA9-67069FC76B73.tif,dmso
P015090,M10,s8,s5,dmso,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s8_w1F9C5FDDB-6171-4F84-A1AB-4FE556900B12.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s8_w2602B3CD7-CCA2-4644-B02E-E4D89BCF829A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s8_w3F28FFFE5-933C-4E5F-8180-FD6A0CCE6F37.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s8_w4FF4094E2-F6B4-4FEB-A382-96E4F79F4FBC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M10_s8_w5ADDC0087-D06D-4BCB-8FF4-CF8ABDF68242.tif,dmso
P015090,M11,s2,s1,CBK309488,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s2_w19E985335-AE25-48CA-9D01-604A51918EC7.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s2_w24CABC203-E5EF-4003-9179-EF2B850BF01A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s2_w3652CDB01-529E-479B-A30B-D1CBF747D1F1.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s2_w4C2AD2E03-9416-412D-9C78-4FAA4D906627.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s2_w541CAD1D7-A502-4A51-A44B-EBC7E67EF3BE.tif,HSP inhibitor
P015090,M11,s4,s2,CBK309488,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s4_w136FF6953-467E-4C3F-A180-6B2A93243748.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s4_w2B02350F2-2FED-4692-8440-7FC9304DEDFC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s4_w3E1A9C2D4-1F47-4335-B721-EFF5D14118C2.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s4_w4196D9A38-823D-4F5E-8028-043624CEAF76.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s4_w5C57CDBDF-7E63-4E31-B86A-5CFC5D8FD9AE.tif,HSP inhibitor
P015090,M11,s5,s3,CBK309488,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s5_w1732AAE50-46F6-4DAD-91C0-A460FEFF2F7C.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s5_w2CED64E92-029D-4D7F-8E9B-F50DCEC199D5.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s5_w3B48C75F5-94D1-47C4-92A5-5900B95682E0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s5_w4997F6E38-290B-4A51-BDE7-908F8E12DF70.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s5_w5721681B2-0B75-4B33-AF49-9583812A19A9.tif,HSP inhibitor
P015090,M11,s6,s4,CBK309488,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s6_w145084DC6-997E-4383-88DA-0BAF46E049B8.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s6_w2C2F8EC4D-A682-438E-B229-368BEDCCF85A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s6_w320917790-528A-4DC2-BC57-7695F28E35D0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s6_w4AD4F9604-627E-4EA9-9945-5825A62F14FF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s6_w510C98FD6-DB24-4DA0-92EA-4F96EAC9E91F.tif,HSP inhibitor
P015090,M11,s8,s5,CBK309488,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s8_w172468A0A-7B17-408B-BD4A-28DADC7A4681.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s8_w2D154525E-C78C-42FD-925F-92CCF2B3DD2F.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s8_w3ADE7F9B6-0999-43FA-B514-36BB662ED5EF.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s8_w4A958CA18-BBDA-46AF-8EAE-D9AE35F5AAAC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M11_s8_w5EA89DD3B-6C57-4914-A70B-40C6575227F8.tif,HSP inhibitor
P015090,M12,s2,s1,CBK303885,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s2_w1D7F60146-FCE8-489A-B22E-50F2C4113139.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s2_w209219184-667B-4CFC-BC15-B527FC7BE80A.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s2_w3DE07CCF9-E94E-4C02-95BB-51B4CDC2EAE4.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s2_w4DD09578F-362A-4AEE-AF85-073A41679B7B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s2_w50A24D6DF-FB20-4329-A33B-C2CCCC0946EE.tif,HDAC inhibitor
P015090,M12,s4,s2,CBK303885,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s4_w1577CE20B-D33A-4CC7-9407-DE7B6D4EE051.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s4_w29D6A6628-243E-47BF-B353-065C84E103FA.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s4_w3BF488A38-2885-4B48-91FF-18F989BFCB88.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s4_w465198AEA-2502-4362-A8B8-4B42AD612304.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s4_w576C8487E-0F03-4DF7-9124-DCFAE81613DA.tif,HDAC inhibitor
P015090,M12,s5,s3,CBK303885,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s5_w1543C6493-9161-4832-818D-514ECD519320.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s5_w23ECD3D69-0D55-4E68-8590-A0331BDAB7E0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s5_w3B6E938C2-DB9A-4607-98BB-2D1A7C231412.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s5_w451F0B761-2D35-413D-A7A0-62E6C6D453E9.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s5_w583E08286-3BF4-4E70-8D93-F59FD8B95828.tif,HDAC inhibitor
P015090,M12,s6,s4,CBK303885,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s6_w1F3CF4E42-1CA6-468C-8699-C0113EEB509B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s6_w2E6F1D15E-E438-426B-BED9-AB2B9A8A00B2.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s6_w3689A54C4-25AA-415C-AC37-819D8E396BD1.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s6_w4BF810875-6EAF-4777-B03B-922A69E6BB2B.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s6_w5312E3A2E-FB4A-4083-A63B-15D1E93B1B55.tif,HDAC inhibitor
P015090,M12,s8,s5,CBK303885,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s8_w1A35E1A69-E881-4A51-9A4C-A973709D3088.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s8_w2FAC06F7F-DC3D-4DD9-B8F1-6A66D3BB44BC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s8_w3DC7DAD1C-5412-40C3-95A6-0394E6640FAC.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s8_w4FFFFBACF-F3A0-4B69-9217-F7D7637089AD.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M12_s8_w56303D674-0E50-463C-B0E1-4FCB2BEB178D.tif,HDAC inhibitor
P015090,M13,s2,s1,CBK309523,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M13_s2_w1717C751E-A766-4ABF-8EA6-273369A77FF0.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M13_s2_w241B2555C-3DA9-4E5A-B4FB-F49B6F3618B5.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M13_s2_w3A693A43D-60F5-4F0D-898B-55426B562A31.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M13_s2_w4632F6969-E7DA-4C37-8611-51150DE1F045.tif,specs935-v1-FA-P015090-U2OS-48h-P8-L1_M13_s2_w545FCFCB8-1223-45A1-8EAD-6120C2728E16.tif,HDAC inhibitor
